id,features
1721,"[-0.4679994583129883, 0.5229685306549072, -0.2319745570421219, -0.7233638763427734, -0.8755249381065369, -0.07815803587436676, -0.6582002639770508, -0.2849435806274414, -0.49862217903137207, -0.19448985159397125]"
1731,"[0.08368902653455734, 0.006375406868755817, -0.3719305992126465, -0.044016532599925995, -0.3012855648994446, -0.23607322573661804, -0.018390974029898643, -1.1664549112319946, 0.3741927742958069, 0.042448535561561584]"
1741,"[0.9842918515205383, 0.7150180339813232, -0.19904521107673645, 0.39998751878738403, -0.36370012164115906, -1.0151013135910034, -0.9495298266410828, -0.6399295926094055, -0.48129260540008545, 0.3586995005607605]"
1771,"[0.7994681596755981, 0.6623935103416443, 0.23977059125900269, -0.4242962598800659, 0.043882790952920914, -1.4968726634979248, 0.32336562871932983, -0.29006949067115784, 0.2896326780319214, -0.4674171209335327]"
1791,"[0.9513972997665405, 0.6082648634910583, 0.5030208826065063, 0.41440528631210327, -0.4816610515117645, -0.3722171187400818, 0.39917850494384766, -0.673832893371582, -1.1268763542175293, 0.24772211909294128]"
1801,"[-0.14096203446388245, 0.3582751154899597, -0.10348845273256302, -0.2651432454586029, -0.592801034450531, -0.3241245746612549, -0.27278509736061096, -0.9383450150489807, -0.20026928186416626, 0.18982958793640137]"
1811,"[0.4372263550758362, 0.7321025729179382, 0.2712290585041046, -0.3393748998641968, -1.053894281387329, 0.7511147856712341, 0.32866042852401733, -1.4213309288024902, 0.5722075700759888, -0.6235753297805786]"
1821,"[0.37285128235816956, 0.4736485481262207, -0.24274994432926178, -0.6042987704277039, -0.4670831561088562, -0.3821656405925751, -0.6554160714149475, -0.7533736824989319, 0.09937837719917297, 0.1579943150281906]"
1831,"[0.06998096406459808, 0.22659572958946228, 0.006240382324904203, 0.3092600405216217, -0.3996463418006897, -0.30298277735710144, 0.07215658575296402, -1.153131127357483, -0.3314295709133148, 0.09644132107496262]"
1841,"[0.5562314987182617, 0.5534470081329346, -0.37153491377830505, 0.37535908818244934, -0.5769141316413879, -0.248338982462883, 0.14590992033481598, -0.7237215042114258, -0.3127581477165222, 0.6212027072906494]"
1851,"[-0.13039354979991913, 1.332021951675415, -0.13843736052513123, -0.006755103822797537, -0.3669140636920929, -0.05189613997936249, -0.35161885619163513, -0.6261129975318909, -0.15052001178264618, 0.08214017748832703]"
1861,"[0.1484210193157196, 0.8566005229949951, 0.3974384665489197, -0.5247686505317688, -0.4605671167373657, 0.9907802939414978, 0.08078006654977798, -0.8505866527557373, -0.5107597708702087, 0.2817090153694153]"
1871,"[0.24764086306095123, 0.6593923568725586, -0.2019728124141693, -0.18609990179538727, -0.8735126256942749, -0.288230299949646, -0.7181810736656189, -0.539070188999176, 0.3009175956249237, -0.7385634183883667]"
1881,"[0.11017642915248871, 0.3620142340660095, -0.09947733581066132, -0.2254573553800583, 0.15265361964702606, -0.40318402647972107, -0.6365344524383545, -1.2089053392410278, 0.4563378095626831, -0.2022239863872528]"
1891,"[0.06390334665775299, 0.6680853962898254, -0.3739449083805084, -0.3177618980407715, -0.32217130064964294, 1.3122626543045044, 0.30735257267951965, -1.2716574668884277, 0.13379508256912231, -0.019607223570346832]"
1901,"[0.1778329461812973, 1.2996314764022827, -0.26518481969833374, 0.10823085159063339, -0.40834859013557434, 0.5546936392784119, -0.4544733166694641, 0.17575675249099731, -0.3558659851551056, -0.35045671463012695]"
1911,"[-0.019349711015820503, 0.39510688185691833, -0.028842749074101448, 0.025556273758411407, -0.6310281753540039, -0.615291178226471, -0.24150708317756653, -0.4940415322780609, -0.07011084258556366, -0.18978239595890045]"
1921,"[0.6278966069221497, 1.3824713230133057, -0.26816698908805847, 0.22104914486408234, -0.009004233404994011, -0.03214583173394203, 0.296081006526947, -0.5085564851760864, 0.4931642413139343, 0.18545526266098022]"
1931,"[0.5505489110946655, 0.8878196477890015, -0.3702508509159088, 0.2814474105834961, -0.8213011622428894, 0.11893586069345474, -0.22861990332603455, -0.04351323843002319, -0.22925443947315216, -0.479504257440567]"
1941,"[0.6950372457504272, 1.0223231315612793, -0.1324118673801422, 0.7234763503074646, -1.1862486600875854, 0.5450670719146729, -0.24432805180549622, 0.11233507841825485, 0.19025127589702606, 0.05724763125181198]"
1951,"[0.20487217605113983, 0.533945620059967, -0.2509911358356476, -0.23030579090118408, -0.7937272191047668, 0.5045928359031677, -0.7840395569801331, -0.3542722761631012, -0.21046064794063568, -0.9317172169685364]"
1961,"[-0.06217702105641365, 1.0100188255310059, -0.36109599471092224, -0.3500780463218689, -0.575861930847168, -0.11463720351457596, -0.47163671255111694, -0.35313093662261963, -0.01023939996957779, -0.030991964042186737]"
1971,"[0.29670435190200806, 0.3287205696105957, -0.39919912815093994, -0.6544212698936462, 0.4785647690296173, -0.6656749248504639, -0.28292596340179443, -0.3576456606388092, -0.5073221921920776, -0.7478774189949036]"
1981,"[0.37492305040359497, 0.18213051557540894, -0.3555609881877899, -0.5891545414924622, 0.05634470656514168, -0.731299877166748, 0.48375433683395386, -0.6958374977111816, 0.02889726683497429, -0.26849862933158875]"
1991,"[0.505564272403717, 0.4187558591365814, -0.13334153592586517, -0.8771781921386719, 0.005258187185972929, -0.4967055022716522, 0.18937170505523682, -0.41864025592803955, -0.4337565004825592, -0.9400787353515625]"
2001,"[-0.41573572158813477, 0.6804304718971252, -0.11027491837739944, -0.02912798337638378, -0.4409777820110321, -0.5070142149925232, -0.20666828751564026, -0.4461135268211365, -0.5735098123550415, -0.1683070957660675]"
2011,"[-0.1244688406586647, 0.6374592781066895, -0.14832831919193268, 0.006710774265229702, -0.11600478738546371, -0.5254591107368469, -0.4078017771244049, -0.5729995965957642, -0.41448771953582764, -0.4909992516040802]"
2021,"[0.5309972763061523, 0.5854452252388, -1.3440181016921997, 0.2923866808414459, 0.24867118895053864, -0.13678716123104095, 0.015224049799144268, -0.763963520526886, -0.23351243138313293, -0.19121362268924713]"
2031,"[0.9772859811782837, 0.04213983193039894, -0.9233480095863342, 0.5395810604095459, -0.21091431379318237, -0.11558949947357178, -0.8332090973854065, -0.8707455396652222, 0.4767516553401947, -0.7339887619018555]"
2041,"[0.21493670344352722, 0.4805253744125366, -0.6067447662353516, -0.02216002531349659, 0.17007476091384888, -0.622090756893158, -0.8757568597793579, -0.41174057126045227, 0.7392047047615051, -0.7488788366317749]"
2051,"[0.20467312633991241, 0.12628258764743805, 0.35883504152297974, -0.20575599372386932, -1.0965718030929565, 0.11110032349824905, 0.23170550167560577, -0.953597903251648, -0.17531925439834595, -0.7140830159187317]"
2061,"[-0.14196991920471191, 0.8267173767089844, -0.07275409251451492, -0.13378307223320007, -0.6717249751091003, -0.19223487377166748, 0.5295248031616211, -1.2340389490127563, 0.29761067032814026, -0.08759316802024841]"
2071,"[0.08790010958909988, 1.060547947883606, -0.3935689926147461, 0.18580380082130432, -0.6036028861999512, -0.14468686282634735, -0.45500418543815613, -0.37500494718551636, 0.5977486968040466, -0.00729236239567399]"
2081,"[-0.20350472629070282, 0.7949829697608948, 0.1024533063173294, -0.4141511619091034, -0.5222405195236206, 0.44586610794067383, -0.7165186405181885, -0.624256432056427, -0.13648581504821777, -0.7450582385063171]"
2091,"[1.1663140058517456, 0.19670306146144867, 0.10509475320577621, -0.2500312328338623, 0.2017306536436081, -0.052922267466783524, -0.8370100259780884, -1.2320289611816406, -0.3091888427734375, -0.8584340810775757]"
2101,"[1.007538914680481, -0.027816517278552055, 0.4010571241378784, -0.7336838245391846, -1.300349473953247, -1.7925344705581665, -1.430770993232727, 0.6913851499557495, -0.03600723296403885, -0.9270431399345398]"
2111,"[0.808427631855011, 0.820960521697998, 0.2857663035392761, 0.10152832418680191, 0.010300463996827602, -1.0819909572601318, -0.3159275949001312, -0.13334457576274872, 0.05687590688467026, -0.8978495597839355]"
2121,"[0.2789578437805176, 0.3427429795265198, -0.5262337923049927, -0.9036373496055603, -0.18109625577926636, -0.525812029838562, -0.022799788042902946, -0.3563327193260193, -0.19137364625930786, -0.7508658766746521]"
2131,"[1.6753443479537964, 1.1306406259536743, -0.015875885263085365, -0.4403804540634155, 0.6093133091926575, -0.14716114103794098, -0.7932535409927368, -0.2636831998825073, -0.4115822911262512, -0.0346393808722496]"
2141,"[0.22503723204135895, 0.5303248763084412, -0.194920614361763, -0.3399296700954437, -0.38237929344177246, 0.26798883080482483, -0.6524074673652649, -0.9619715809822083, -0.0378279909491539, -0.5456669330596924]"
2151,"[-0.08054253458976746, 0.5386789441108704, -0.9426872134208679, 0.3721000552177429, -0.21666491031646729, -0.6766186356544495, -0.5609037280082703, -0.2001291662454605, 0.40097931027412415, -0.4519636631011963]"
2161,"[0.47369179129600525, 0.6187317967414856, -0.4293872117996216, -0.12936820089817047, -0.13719604909420013, 0.2187955528497696, -0.4761453866958618, -1.0875051021575928, 0.15352600812911987, -0.6911939978599548]"
2171,"[0.5939236283302307, 1.003675937652588, -0.3139812648296356, 0.503527045249939, -0.6721659898757935, -0.1570700705051422, -0.6268636584281921, 0.01188772264868021, 0.10642639547586441, 0.6123069524765015]"
2181,"[0.6887444257736206, 0.6312458515167236, -0.5905200242996216, 0.6099154353141785, -0.6283004879951477, -0.35968005657196045, -0.383878618478775, -0.29709336161613464, -0.27029797434806824, 0.08554966747760773]"
2191,"[0.1649503856897354, 0.5005481243133545, 0.15276120603084564, 1.3430452346801758, -0.8105087876319885, 1.4638280868530273, -1.306835412979126, -0.30540692806243896, -0.7225700616836548, 0.7493939399719238]"
2201,"[1.5195872783660889, 0.22745101153850555, -0.2482210248708725, -0.8527833223342896, -0.8166491389274597, -0.30374014377593994, -0.008848654106259346, -0.29867249727249146, -0.902521550655365, -0.44019240140914917]"
2211,"[1.2610671520233154, 0.8616259098052979, -0.1926044076681137, 0.6667389869689941, 0.4443940818309784, -1.308114767074585, -1.5600816011428833, 0.3127157390117645, -0.7366633415222168, -0.09787163883447647]"
2221,"[0.8623616695404053, 0.6286319494247437, -0.42935189604759216, -0.18278594315052032, -1.0570690631866455, -1.316611409187317, -1.0140405893325806, 0.9883600473403931, 0.9440768957138062, -0.7335426211357117]"
2231,"[0.17363397777080536, 1.0479024648666382, -0.29131513833999634, -0.4937056303024292, -0.3677224814891815, -0.34979984164237976, 0.1144646629691124, -0.3749838173389435, 0.019944028928875923, 0.24122343957424164]"
2241,"[0.3263547420501709, 0.3300662934780121, -0.21001486480236053, -0.37782907485961914, -0.7905060648918152, -0.7077363133430481, 0.040555357933044434, -0.46579164266586304, 0.21218857169151306, -0.5469545722007751]"
2251,"[-0.2882404029369354, 0.9465301632881165, -0.5349657535552979, -0.3097233772277832, -0.423929899930954, 0.09226767718791962, -0.1273738443851471, -0.3489440083503723, -0.10590165853500366, -0.03721674531698227]"
2261,"[0.07337141782045364, 0.5615859627723694, -0.5593101382255554, 0.22964617609977722, -0.5029869675636292, 0.04114080220460892, 0.37969279289245605, -0.9471706748008728, 0.29160112142562866, -0.8755930066108704]"
2271,"[0.5135676264762878, 1.010496735572815, -0.2603916525840759, -0.4824591279029846, -0.17193536460399628, -0.023225607350468636, 0.18633978068828583, -0.7103190422058105, 0.4287596046924591, -0.06535056233406067]"
2281,"[0.6901074051856995, 0.6604989767074585, -0.41401737928390503, -1.0355758666992188, -0.2703081965446472, -1.0384601354599, -0.2606329023838043, -0.7007139325141907, 0.30010369420051575, 0.37929871678352356]"
2291,"[0.44206538796424866, 1.2105563879013062, 0.12435761839151382, 0.09022130817174911, 0.18525069952011108, 0.2938903868198395, -0.30969491600990295, -0.7697620391845703, -0.18525899946689606, -0.18742229044437408]"
2301,"[0.17488302290439606, 0.8191356062889099, -0.6994626522064209, 0.4959387183189392, -0.41726669669151306, -0.8786847591400146, 0.05620107799768448, 0.027950245887041092, 0.6782174706459045, -1.0687808990478516]"
2311,"[0.4669971466064453, 0.6550998091697693, -0.6147621273994446, 0.24722540378570557, -0.5237637758255005, -0.27327993512153625, -0.08975522220134735, -0.3147154152393341, -0.21602575480937958, -0.16461433470249176]"
2321,"[0.13050968945026398, 1.1069676876068115, 0.10809529572725296, -0.04902641475200653, -0.19440840184688568, -0.30853959918022156, -0.6150626540184021, -0.4818107783794403, 0.054360952228307724, 0.177803635597229]"
2331,"[0.8251838684082031, 0.94156414270401, 0.1619379073381424, -0.7238574624061584, -0.1520611196756363, -0.48560822010040283, -0.5105968117713928, -0.24152366816997528, 0.0636143684387207, 0.25057703256607056]"
2341,"[0.49764731526374817, 0.4140077531337738, 0.34609147906303406, 0.3387574851512909, -0.9878802299499512, 1.002549648284912, -0.41668829321861267, -1.4971901178359985, -0.47164762020111084, 1.1080849170684814]"
2351,"[1.2518833875656128, 0.9961559176445007, -0.13159097731113434, 0.20526288449764252, -0.9884216785430908, -0.2087801843881607, -0.2127542495727539, 0.2770845890045166, -0.13305853307247162, 0.08860451728105545]"
2361,"[1.2712775468826294, 0.8529325723648071, 0.17220532894134521, 0.3213958144187927, -0.08387818932533264, -0.7753437161445618, 0.4377720355987549, -0.09289896488189697, -0.5909147262573242, -0.3773563504219055]"
2371,"[-0.1757631003856659, 0.9164648652076721, -0.4688093364238739, 0.16349279880523682, -0.31123724579811096, -0.6741328835487366, -0.04322751238942146, 0.06200059503316879, 0.12757986783981323, -0.8190869688987732]"
2381,"[-0.11253305524587631, 0.21008938550949097, 0.1734032928943634, -0.10388973355293274, -0.1957387626171112, -0.8888777494430542, 0.32053372263908386, -0.749681293964386, 0.08601585030555725, -0.5718184113502502]"
2391,"[0.3947673439979553, 1.1866663694381714, -0.027653144672513008, -0.3728649914264679, -0.48333853483200073, -0.06658858060836792, -0.06446562707424164, -0.13431771099567413, -0.20394600927829742, 0.21553032100200653]"
2401,"[0.4102810323238373, 0.6864914298057556, -0.8493657112121582, 0.20956175029277802, -0.6670956611633301, -0.02859242632985115, -0.1365777850151062, -0.2812226712703705, -0.3267035484313965, -0.04419972747564316]"
2411,"[-0.551138699054718, 0.3082907795906067, -0.4690312445163727, -0.3948558270931244, -0.5133421421051025, -0.6365848779678345, 0.39134275913238525, -0.5078215599060059, -0.03541978448629379, -0.45554444193840027]"
2421,"[0.015089740976691246, 0.2891150414943695, -0.1578865349292755, -0.03721705824136734, -0.44066545367240906, -0.48082882165908813, -0.4547841250896454, -0.5919126868247986, -0.11879772692918777, -0.23923708498477936]"
2431,"[-0.1626475751399994, 0.12224932760000229, -1.0693861246109009, -0.3570656180381775, -0.72084641456604, -0.34593454003334045, -0.3197641372680664, -1.0293484926223755, 0.5237632989883423, 0.15879614651203156]"
2441,"[0.60836261510849, 0.8591818809509277, 0.435584157705307, -1.4636508226394653, -0.9389746785163879, -0.12176605314016342, 1.3744474649429321, -0.8845397233963013, -0.12398860603570938, 0.4642734229564667]"
2451,"[0.6181950569152832, 0.4990551173686981, -0.20174241065979004, -0.26740625500679016, -0.1429046392440796, -0.5602539777755737, 0.5192829966545105, -0.5596858263015747, 0.12218086421489716, -0.7547982931137085]"
2461,"[1.0659748315811157, 0.02467229962348938, -0.16290226578712463, -0.34754782915115356, -0.28100043535232544, -0.6522663235664368, 0.32735082507133484, -0.4560719430446625, -0.6325933337211609, -0.45195576548576355]"
2471,"[0.10998158901929855, 0.14449234306812286, -0.0929761603474617, 0.12391537427902222, -0.6765371561050415, -0.5515498518943787, -0.14628292620182037, -0.6352487206459045, -0.5245505571365356, 0.016252728179097176]"
2481,"[0.09984952211380005, 0.9570078253746033, -1.3375685214996338, 0.4116895794868469, -0.2931859791278839, 0.05595269426703453, -0.07491697371006012, -0.2651837468147278, 0.14322195947170258, 0.07594873011112213]"
2491,"[0.2923150956630707, 0.29349222779273987, 0.29159921407699585, -0.4653085172176361, -0.6197593808174133, -0.8855683207511902, -0.7452200055122375, -0.7090858221054077, -0.24095062911510468, 0.8146852254867554]"
2501,"[-0.07645934075117111, 0.8523728847503662, -0.22573770582675934, 0.1982056051492691, -0.7444173097610474, -0.15402543544769287, -0.5938951969146729, -0.5301918983459473, -0.00692152651026845, -0.08422818034887314]"
2511,"[0.6334561109542847, 1.2479772567749023, -0.737724781036377, 0.520332932472229, 0.082571841776371, -0.5141904950141907, -0.835705578327179, 0.6959016919136047, -0.25099191069602966, 0.23939038813114166]"
2521,"[1.0884370803833008, 0.1505090296268463, -1.0076243877410889, -0.8458136320114136, 0.04224717989563942, -0.4347940981388092, -0.7943949699401855, -0.4869229793548584, 0.28606051206588745, -1.0791354179382324]"
2531,"[0.7229893207550049, 0.24694229662418365, -0.9658212661743164, -0.22448943555355072, 0.0453190803527832, -0.46311622858047485, -0.2204919457435608, -0.36239320039749146, -0.22728534042835236, -1.1289037466049194]"
2541,"[0.03033480979502201, 0.6696908473968506, -0.19397683441638947, -0.38570958375930786, -0.5440924763679504, -0.5938878059387207, 0.016912898048758507, -0.5626122355461121, 0.2652846872806549, -0.09082964062690735]"
2551,"[1.2329827547073364, 0.9544943571090698, -0.5337146520614624, -0.5306546688079834, -0.2887643277645111, 0.11152028292417526, 0.34656551480293274, -0.2352389246225357, -0.11093249171972275, 0.23462718725204468]"
2561,"[0.3431057929992676, 0.5322487950325012, -0.28132691979408264, 0.2333395630121231, -0.5375374555587769, -0.8458062410354614, -0.169785276055336, -0.42153477668762207, -0.3203357756137848, 0.5245222449302673]"
2571,"[-0.331493079662323, 1.2411192655563354, -0.4326359033584595, 0.444068968296051, -0.0829327404499054, -0.2604359984397888, -0.0712018609046936, -0.5522057414054871, -0.25040242075920105, -0.059809643775224686]"
2581,"[0.062042560428380966, 0.5538413524627686, 0.3398411273956299, -0.27470096945762634, -0.7088518738746643, -0.4407896399497986, -0.6575629711151123, -0.5973752737045288, 0.11170852184295654, -0.050087857991456985]"
2591,"[0.07552118599414825, 0.7576524019241333, -0.2124088555574417, -0.09232550114393234, -0.37278997898101807, -0.21562816202640533, -0.28343507647514343, -0.3997803032398224, -0.10125721991062164, -0.10966440290212631]"
2611,"[0.5936605930328369, 1.0997838973999023, 0.21260608732700348, 0.21623915433883667, -0.5874068737030029, -0.13839496672153473, -0.834164023399353, -0.21452653408050537, 0.17064446210861206, 0.6672936677932739]"
2621,"[1.2970551252365112, 1.0839340686798096, 0.2631290555000305, 0.2957679331302643, -0.350744366645813, -0.5537739396095276, 0.07257591933012009, -0.7317374348640442, 0.3602122962474823, 0.2557896375656128]"
2631,"[0.32938051223754883, 0.9973353147506714, -0.14598016440868378, 0.7509127259254456, -0.1407223790884018, -0.016243217512965202, -0.6219434142112732, 0.8759101033210754, 0.4486636817455292, 0.9737831354141235]"
2641,"[0.18396174907684326, 0.6302315592765808, -0.24027827382087708, -0.1933906227350235, 0.09248500317335129, -0.44549062848091125, -0.6037940382957458, -0.29154929518699646, -0.581065833568573, -0.6976656317710876]"
2651,"[0.47792521119117737, 0.4741271734237671, -0.04431755095720291, 0.0983249694108963, -0.9892423152923584, -0.011741481721401215, -0.07585442811250687, 0.3011850118637085, -0.10274670273065567, -1.645959496498108]"
2661,"[0.5763975977897644, 0.3685581684112549, 0.5315494537353516, 0.8178104758262634, -1.3069988489151, 0.11994396150112152, 0.24447043240070343, -0.37232232093811035, -0.22918815910816193, -1.141800880432129]"
2671,"[-0.23736749589443207, 0.7266824245452881, -0.12817887961864471, -0.23916903138160706, -0.5912909507751465, -0.6449141502380371, -0.7581179141998291, -0.2721097767353058, 0.23010462522506714, -0.11325172334909439]"
2681,"[0.5615748167037964, 0.8099610805511475, 0.08112876862287521, 1.2662094831466675, -0.8356072902679443, -0.03122461959719658, -0.023732919245958328, -1.0012203454971313, 0.4313308894634247, 0.2946856915950775]"
2691,"[0.10491449385881424, 0.6114382743835449, -1.043509840965271, 0.8207765221595764, -0.9415724873542786, 1.2084672451019287, -0.9923708438873291, 0.010671744123101234, 0.14340561628341675, 0.5049945116043091]"
2701,"[0.06557928025722504, 0.07335200905799866, -0.12223595380783081, 0.2692863941192627, -0.5063830614089966, -0.5622137188911438, 0.024342233315110207, -0.8594337105751038, -0.13695372641086578, 0.08141624182462692]"
2711,"[-0.1200825572013855, 1.5070053339004517, -0.5237625241279602, 0.3432324230670929, -0.6083787083625793, -0.8026778101921082, 1.1636945009231567, -0.2791546583175659, 0.8832635283470154, 1.0188628435134888]"
2721,"[0.33015668392181396, 0.8379817008972168, -0.3954596519470215, -0.11340317875146866, -0.38765770196914673, 0.5238730311393738, -0.30828043818473816, -0.9981528520584106, 0.592125415802002, -0.48477107286453247]"
2731,"[0.9625418186187744, 1.2622220516204834, 0.41441410779953003, 0.33695948123931885, -0.7831121683120728, 0.020934361964464188, -0.32859620451927185, 0.14479133486747742, 0.14834168553352356, -0.10739467293024063]"
2741,"[0.6593617796897888, 0.2774447202682495, -0.44080597162246704, -0.20216989517211914, -0.6696482300758362, -1.274661898612976, 0.1546163111925125, -0.5169245600700378, 0.021472346037626266, 0.23458537459373474]"
2751,"[0.04646116867661476, 0.5790209770202637, -0.4533575475215912, 0.2393120527267456, 0.5064384341239929, -0.8636442422866821, -0.7071231007575989, -0.8248459100723267, 0.07782864570617676, -0.16635116934776306]"
2761,"[0.18669451773166656, 1.2348783016204834, 0.34355926513671875, 0.26675429940223694, -0.21012896299362183, 0.3470626771450043, -0.28712549805641174, -0.6931453943252563, -0.30236655473709106, -0.2889624834060669]"
2771,"[0.5515628457069397, 0.18348529934883118, -0.5162239670753479, -0.0020941607654094696, -1.22498619556427, -0.2058250904083252, -0.14440418779850006, -0.6992570161819458, 0.3447303771972656, 0.08997233957052231]"
2781,"[0.9783158302307129, 0.5662410259246826, 0.22361432015895844, -0.1148313656449318, -0.20330844819545746, -0.1501762866973877, -0.029620857909321785, -0.138403058052063, -0.8537426590919495, -0.9572575688362122]"
2791,"[0.06645285338163376, 1.1934823989868164, 0.10529962182044983, 0.038910090923309326, -0.25948551297187805, -0.47560688853263855, -0.09481936693191528, 0.0756816565990448, -0.23942497372627258, -0.965471088886261]"
2801,"[1.4802640676498413, 0.5677735805511475, -0.7953095436096191, -0.029663898050785065, -0.6605821847915649, -0.09845732897520065, -0.7306343913078308, -0.266053169965744, 0.46494486927986145, 0.42990803718566895]"
2811,"[0.07784433662891388, 0.8803284168243408, -0.24134144186973572, -0.04824571684002876, -0.5384867191314697, -0.20691700279712677, -0.3377821445465088, -0.3278125822544098, -0.2058086097240448, -0.10272350907325745]"
2821,"[0.20441976189613342, 1.453112006187439, 0.33089274168014526, -0.3731135427951813, -0.32937854528427124, 0.5715010762214661, -0.13807842135429382, 0.40313830971717834, 0.12633220851421356, -0.2042856514453888]"
2831,"[0.15216833353042603, -0.6006266474723816, -0.8883513808250427, 0.3312523365020752, -2.2312629222869873, -0.7203655242919922, 1.5733903646469116, -1.5150973796844482, 1.2930890321731567, -0.11451742053031921]"
2841,"[0.20246629416942596, 0.7614830732345581, -0.1487233191728592, -0.19741375744342804, -0.5514373779296875, -0.2493983507156372, 0.11453913152217865, -0.8326463103294373, -0.1966695934534073, 0.008074440993368626]"
2851,"[0.7124610543251038, 0.179331436753273, -1.068177342414856, -0.11617043614387512, -0.17427872121334076, -0.3939560353755951, 0.06870989501476288, -0.7541046738624573, -0.1751648187637329, 0.10694033652544022]"
2861,"[-0.24760201573371887, 0.27265238761901855, -0.5573841333389282, 0.4649648070335388, -1.1493825912475586, -0.28449803590774536, -0.20174501836299896, -0.8030288815498352, 0.01460493728518486, 0.740247368812561]"
2871,"[0.5729095935821533, 1.0221577882766724, -0.2925851047039032, -0.38653329014778137, -0.713681161403656, 0.07178476452827454, 0.02086220122873783, 0.0716250017285347, -0.5757615566253662, -0.13738895952701569]"
2881,"[0.09948794543743134, 0.1251365691423416, -0.3822760283946991, -0.062360141426324844, -1.2875477075576782, -0.5892290472984314, -0.11838430166244507, -0.395531564950943, -0.1608610302209854, -0.039349514991045]"
2891,"[0.04909267649054527, 0.9779151082038879, -0.36338427662849426, 0.19417211413383484, -0.09738433361053467, -0.22728976607322693, -0.6731008291244507, -0.44021958112716675, 0.3520183265209198, -0.010390503332018852]"
2901,"[0.8420398235321045, 0.6039909720420837, 0.12795092165470123, -0.06500665098428726, -0.29293742775917053, -0.1741752177476883, 0.5110284686088562, -0.5951454043388367, -0.27333682775497437, -1.2100235223770142]"
2911,"[0.36797863245010376, 1.161490797996521, 0.3722164034843445, -2.1304056644439697, -0.29892539978027344, -1.217844009399414, -0.3080800473690033, -0.2683054506778717, 1.3680963516235352, -0.9728575944900513]"
2921,"[0.4835258424282074, 0.9162964224815369, -0.5675013661384583, 0.2763975262641907, -0.4363117814064026, 0.12916624546051025, 0.11551356315612793, -0.20369654893875122, -0.6604849696159363, -0.31619516015052795]"
2931,"[0.7580549716949463, 1.6382962465286255, 1.4452515840530396, 0.4578852653503418, -0.7065160274505615, -0.9572795629501343, 0.17651022970676422, 0.5072543025016785, 0.5384712219238281, 0.3348543047904968]"
2941,"[0.387025386095047, 0.4595331847667694, -0.2207355499267578, 0.014785092324018478, -1.026782751083374, 0.18470652401447296, -0.9497988820075989, -0.21223200857639313, 0.04524226486682892, -0.30166128277778625]"
2951,"[0.3455893099308014, 0.9616829752922058, -0.4664370119571686, 0.5366620421409607, -0.6438027024269104, -0.1571768969297409, 0.09498028457164764, 0.019967330619692802, -0.28831446170806885, -0.55246502161026]"
2961,"[0.1638808697462082, 0.14388538897037506, -0.8197458982467651, 0.4245211184024811, -0.26346319913864136, -0.9295958280563354, -0.5075532793998718, -0.8491921424865723, 0.22267736494541168, 0.1861538141965866]"
2971,"[1.011125922203064, 0.7309529185295105, 0.17358984053134918, 0.09780280292034149, -0.9494526982307434, 0.01949489489197731, -0.5084714889526367, -0.33696532249450684, -0.18084514141082764, -0.030253052711486816]"
2981,"[0.8987233638763428, 1.481569766998291, -1.0787110328674316, -0.9725024700164795, 0.12616246938705444, 0.05262419208884239, 0.1744389533996582, 0.5749577879905701, 0.3973434567451477, -0.8764652609825134]"
2991,"[0.13187333941459656, 0.6014026403427124, -0.8537084460258484, 0.4031882584095001, -0.4792821407318115, -0.25463157892227173, -0.15183836221694946, -0.26909956336021423, -0.3229447305202484, -0.3419802784919739]"
3001,"[-0.27389857172966003, -0.032187771052122116, 0.12609395384788513, -0.14951522648334503, -0.6726351976394653, 0.04356933757662773, 1.1115639209747314, -1.1432441473007202, -0.6654481291770935, -0.02883167751133442]"
3011,"[0.8458793759346008, 1.044010043144226, -0.665290355682373, -0.37228190898895264, -0.32006868720054626, 0.0378398634493351, -0.3988233506679535, 0.07234310358762741, 0.037048354744911194, 0.11880781501531601]"
3021,"[1.4866547584533691, 0.09472041577100754, -0.15195629000663757, -0.17819589376449585, -0.03420167788863182, -0.15760564804077148, 0.16747550666332245, -1.7046719789505005, 0.42836377024650574, -0.8557330369949341]"
3031,"[0.18356004357337952, 0.13589906692504883, 0.41396427154541016, 0.4380989968776703, -1.1857280731201172, -0.1724415123462677, 0.7270647287368774, -0.672431230545044, 0.7356915473937988, -1.3758430480957031]"
3041,"[0.04182933643460274, 0.2015237808227539, 0.4592200517654419, -0.3455516993999481, -0.6000730991363525, -0.6075797080993652, -0.4613040089607239, -0.2644747495651245, 0.07270300388336182, -0.26484400033950806]"
3051,"[0.5176398754119873, 0.5074844360351562, 0.01863137260079384, -0.18867546319961548, -0.36944159865379333, 0.4509320557117462, -0.5177884697914124, -1.2399507761001587, -0.3875015377998352, 0.3548929691314697]"
3061,"[0.24344392120838165, 0.6893322467803955, 0.016192197799682617, 0.07130835205316544, -0.9782640933990479, -0.008151154965162277, -0.5265260934829712, -0.3563137352466583, 0.13063004612922668, -0.6000909805297852]"
3071,"[0.16029006242752075, 0.8270483016967773, -0.3965148329734802, 0.013050239533185959, -0.6721662878990173, -0.05879596993327141, -0.4555788040161133, -0.4316257834434509, 0.14021316170692444, -0.17933039367198944]"
