id,features
1291,"[-0.06764138489961624, 0.04426298663020134, 0.6996985673904419, -0.791340172290802, -0.13486595451831818, -0.374324768781662, -0.06822004914283752, 0.11701671779155731, -1.007470726966858, 0.12431694567203522]"
1301,"[0.5094417333602905, 1.0147696733474731, 0.4980529844760895, -0.16713818907737732, -0.1523895114660263, -0.34799399971961975, -0.4151901304721832, -0.03705552965402603, -1.0916810035705566, 0.31030699610710144]"
1311,"[-0.03874839469790459, 0.14983037114143372, -0.016764676198363304, -0.28898516297340393, 0.034951869398355484, 0.06078953668475151, 0.14886710047721863, 0.11729560792446136, -0.1102311909198761, 0.10271508246660233]"
1321,"[0.2983951270580292, 0.7056978344917297, 0.6052020788192749, -0.41906067728996277, 0.49881935119628906, -0.4845999479293823, 0.48080548644065857, 0.16698943078517914, -0.6290565133094788, 0.6971524357795715]"
1331,"[0.2884044051170349, 0.4231649935245514, -0.7669639587402344, -0.2910432815551758, 0.9745016098022461, -0.20081105828285217, -0.48455584049224854, -0.29369187355041504, -1.553008794784546, 0.39827674627304077]"
1341,"[0.04937874525785446, 0.7694821357727051, 0.5012090802192688, -0.14369338750839233, 1.1307719945907593, -0.3026585876941681, 0.48297324776649475, -0.2499869018793106, -0.5832425951957703, 0.2789941728115082]"
1351,"[0.11682123690843582, 0.36074668169021606, 0.04534981772303581, 0.24049758911132812, -0.08659576624631882, -1.4250879287719727, 0.36028483510017395, -0.5674619078636169, -1.09566330909729, 0.9638788104057312]"
1361,"[0.3411701023578644, 1.172559142112732, -0.4796631932258606, -0.2605113685131073, -0.42786192893981934, 0.06981151551008224, 1.170295000076294, 0.717136800289154, -0.8369521498680115, 0.7194058895111084]"
1371,"[-0.1245444118976593, 0.7496702671051025, 0.2661927044391632, -0.30854666233062744, 0.07687809318304062, 0.08214788138866425, -0.8181180357933044, -0.3496077358722687, -1.0164140462875366, 0.16533422470092773]"
1381,"[0.13475166261196136, 0.3307238221168518, 0.041048988699913025, -0.33169466257095337, 0.4185813367366791, -0.38464152812957764, 0.3143513798713684, -0.36564895510673523, -0.6208719611167908, -0.48746785521507263]"
1391,"[0.2868720293045044, 1.0219509601593018, 0.6420616507530212, -0.7801626324653625, 0.39217227697372437, 0.012159464880824089, 0.09943849593400955, 0.622048556804657, -0.06024834141135216, 0.12838205695152283]"
1401,"[0.4027192294597626, 0.3335944414138794, -0.33562055230140686, -0.9479990005493164, 0.2322121113538742, -0.7894347906112671, -0.08446278423070908, -0.350506067276001, -0.7578831315040588, 0.37102288007736206]"
1411,"[0.045091498643159866, 0.5308105945587158, 0.3443933129310608, -0.6329968571662903, -0.7999153137207031, 0.45815134048461914, -0.19831065833568573, 0.3750292658805847, -1.1486542224884033, -0.15819203853607178]"
1421,"[1.5518182516098022, 0.14927920699119568, 1.216447114944458, -0.9571539163589478, 0.5629961490631104, 0.7953765392303467, 2.023681879043579, -0.8044974207878113, 0.6266182661056519, 3.3253183364868164]"
1431,"[-0.8196142315864563, 0.41786301136016846, 0.019033096730709076, -0.6763367652893066, 0.15300612151622772, -0.11476560682058334, 0.393880695104599, 0.021350985392928123, -0.22173137962818146, 0.3376235365867615]"
1441,"[0.18497465550899506, 0.6431566476821899, -0.03587321937084198, -0.7854683995246887, 0.009324566461145878, 0.09566756337881088, 0.21098744869232178, 0.08181700855493546, -0.8440504670143127, -0.22373484075069427]"
1461,"[-0.5656474232673645, 0.7385571599006653, 0.04466225951910019, -0.6503068804740906, 0.0929715558886528, 0.16897639632225037, 0.4032309651374817, -0.23395052552223206, -0.43930143117904663, -0.2845556139945984]"
1471,"[1.569551706314087, -0.9478240013122559, 1.444811224937439, -0.8805817365646362, -1.4985271692276, 0.5721611976623535, -1.2566735744476318, -1.8628817796707153, -1.4241394996643066, 0.5675526857376099]"
1501,"[-0.13511213660240173, -0.1713137924671173, 0.8757611513137817, -1.1406376361846924, 0.957462728023529, 1.780410647392273, 0.6358984112739563, -0.7121393084526062, -1.1303677558898926, -1.5224826335906982]"
1511,"[-1.01302170753479, 0.9651849269866943, -0.567818284034729, -0.30028656125068665, -0.6995649337768555, -1.0142221450805664, -1.3921011686325073, 1.1972688436508179, -1.2206566333770752, -0.3623789846897125]"
1531,"[0.9452799558639526, 0.61636883020401, -0.7329337000846863, -1.5050911903381348, 0.6408178806304932, -0.031038425862789154, 0.7523272037506104, 0.35798242688179016, -0.4783559739589691, -0.704864501953125]"
1541,"[-0.14440590143203735, 0.46522417664527893, -0.12488548457622528, -1.0264689922332764, -0.011879672296345234, 0.26245203614234924, -0.210911825299263, -0.086954765021801, -0.5986858606338501, 0.1423221230506897]"
1551,"[0.12040138244628906, 0.7476605772972107, 0.3034753203392029, -0.6850553750991821, -0.7763269543647766, 0.47318679094314575, -0.043684929609298706, -0.8439308404922485, -0.4431613087654114, -0.17323777079582214]"
1561,"[-0.185123473405838, 0.48476266860961914, 0.3186412751674652, -0.7119000554084778, 0.0408000685274601, 0.24015629291534424, -0.0952221155166626, 0.40848487615585327, -0.611653208732605, 0.1957768201828003]"
1571,"[0.9315292835235596, 1.0077883005142212, 0.2227652668952942, -0.047217801213264465, -0.003502927953377366, 0.5272135138511658, 0.6255091428756714, 0.37703725695610046, -1.0976577997207642, -0.0698288157582283]"
1581,"[-0.47634586691856384, 1.2476446628570557, -0.7145938277244568, -1.0034573078155518, 0.6479926705360413, -0.18355891108512878, 0.36027705669403076, 0.17433160543441772, -0.3307718336582184, -0.6626709699630737]"
1591,"[-0.4219660758972168, 0.7938669919967651, 0.2761137783527374, -0.434188574552536, 0.3456268608570099, 0.08818239718675613, -0.4514462649822235, -0.04701356589794159, -0.5042268633842468, 0.2670028507709503]"
1601,"[-0.5967592000961304, 0.543956458568573, -0.9110191464424133, -0.6754502654075623, -0.3947177827358246, -0.13084876537322998, -0.20220202207565308, -0.3523824214935303, -0.8883443474769592, 0.28595173358917236]"
1611,"[0.6168121695518494, 0.8302423357963562, 0.14803913235664368, -0.2630026936531067, 0.41561421751976013, 1.027613639831543, 0.6277645826339722, 0.7771634459495544, -0.9665271639823914, -0.18981318175792694]"
1621,"[0.3679657280445099, 0.574415922164917, -0.6505964398384094, -0.9160561561584473, -0.12609022855758667, 0.014790457673370838, 0.6209573745727539, -0.12627077102661133, -0.6948555707931519, 0.1631743609905243]"
1631,"[0.10041037201881409, 0.22187723219394684, 0.36796170473098755, -0.3659728169441223, -0.062264248728752136, 0.6275729537010193, -0.27658000588417053, -0.2378161996603012, -1.2831918001174927, 0.5209011435508728]"
1641,"[0.6809338331222534, 0.45641830563545227, 0.1972191333770752, -0.9922478199005127, -0.3063121438026428, -0.11005085706710815, 0.1452711671590805, 0.39542892575263977, -0.7326304316520691, 0.07171109318733215]"
1651,"[0.6646386981010437, 0.041165463626384735, 0.7208925485610962, -1.7618567943572998, 0.642886221408844, -1.1699726581573486, -0.9850481152534485, 0.6244178414344788, -0.2293882817029953, 0.10117954760789871]"
1661,"[0.14772270619869232, 0.6964484453201294, -0.1464633196592331, -0.701119065284729, 0.15670673549175262, -0.5171103477478027, -0.23606346547603607, -0.3003890812397003, -0.507169246673584, 0.7176258563995361]"
1671,"[-0.3457314074039459, 0.9229170680046082, -1.1222277879714966, -0.888268768787384, 1.031001091003418, 0.07596664130687714, -0.2954784035682678, 0.3359406292438507, -0.8536950945854187, 0.5895858407020569]"
1681,"[-0.5865952968597412, 0.5061526894569397, 0.9821417927742004, -0.4570687413215637, 0.23302441835403442, 0.32920753955841064, 0.07183132320642471, -0.4400460422039032, -0.13643473386764526, -0.25535574555397034]"
1701,"[-0.13481317460536957, 0.6743412017822266, -0.706261932849884, -0.5125797986984253, 0.05568130686879158, -0.05198714882135391, 0.766690731048584, 0.7243382334709167, -0.851338267326355, 0.30419114232063293]"
1711,"[0.44140389561653137, 0.3879326283931732, -0.06819304823875427, -1.006837248802185, 0.1352670043706894, 0.5847985744476318, -0.42356076836586, 0.01272551342844963, -0.7795443534851074, 0.3026135265827179]"
1721,"[0.3912576138973236, -0.09003006666898727, 0.24591903388500214, -0.7453790307044983, -0.22719575464725494, -0.30599427223205566, 0.7772049903869629, -0.8858637809753418, -0.8994659185409546, 0.26463180780410767]"
1731,"[-0.8002472519874573, 0.46510374546051025, -0.3573165535926819, -0.7033480405807495, -0.13269981741905212, -0.42153194546699524, 0.23025931417942047, -0.1270614117383957, -0.1691175103187561, -0.29738879203796387]"
1741,"[-0.4227866232395172, 0.7104288935661316, -0.4686901867389679, -0.9345710873603821, -0.03049248456954956, -0.32005569338798523, -0.6827754974365234, -0.058721110224723816, -1.1326026916503906, 0.037147406488657]"
1771,"[-0.11469447612762451, 0.575817883014679, -0.19241183996200562, -0.9076743721961975, 1.1234630346298218, -0.2988717555999756, 0.5835487246513367, 0.27058249711990356, -0.21320079267024994, 0.08473139256238937]"
1791,"[0.015302799642086029, 1.65497624874115, 0.5539247393608093, -0.21790781617164612, -0.14327624440193176, -0.2848036587238312, 0.25248515605926514, 0.10155563056468964, -0.16735070943832397, 0.5059412121772766]"
1801,"[-0.35565340518951416, 0.6236103773117065, -0.005269912537187338, -0.7527194023132324, -0.32822665572166443, 0.01596006751060486, 0.07037610560655594, -0.5388954877853394, -0.6047806739807129, -0.025496872141957283]"
1811,"[-0.44969072937965393, 0.9830222129821777, -0.5201369524002075, -0.09536880254745483, 0.11970450729131699, -0.23171213269233704, 0.3594529926776886, -0.01305395271629095, -1.6329176425933838, -1.023097038269043]"
1821,"[0.3665676712989807, 0.5575215816497803, -0.5096538662910461, -1.0333952903747559, 0.2169971615076065, -0.13502293825149536, 0.2605861723423004, -0.21998479962348938, -0.6356961131095886, -0.014811583794653416]"
1831,"[-0.045618936419487, 0.618111252784729, 0.6765092015266418, -0.6897183656692505, 0.12842297554016113, 0.348991334438324, -0.27205923199653625, -0.5238046646118164, -0.3994857668876648, -0.2056741714477539]"
1841,"[0.18372036516666412, 0.7875185012817383, 0.32207179069519043, -0.4855922758579254, 0.02747855894267559, 0.5690041184425354, -0.5323360562324524, -0.2874594032764435, -0.7976821064949036, 0.37656450271606445]"
1851,"[0.3374277353286743, 0.29634103178977966, 0.6036993861198425, -1.026431679725647, -0.23233702778816223, 0.021408500149846077, 0.19627484679222107, 0.2795746922492981, -1.0284219980239868, 0.17960196733474731]"
1861,"[-0.5668116807937622, 1.2911560535430908, -0.4681406319141388, 0.010723241604864597, 0.4746105372905731, -0.4124678671360016, 0.947661280632019, 0.02162332274019718, -0.5589869618415833, -0.05383456498384476]"
1871,"[-0.07857998460531235, 0.2219572216272354, 0.4510958790779114, -1.0712800025939941, -0.2730483412742615, 0.07060537487268448, 0.6584449410438538, -0.6182368397712708, -0.923310399055481, -0.0872761458158493]"
1881,"[-0.24947655200958252, 0.45809975266456604, -0.6294174790382385, -1.0120753049850464, 0.8882570266723633, -0.30034682154655457, -0.09765983372926712, 0.3679051399230957, -0.6671729683876038, -0.9516515135765076]"
1891,"[-0.8008780479431152, 1.4094693660736084, 0.7448698282241821, -0.5182590484619141, 0.2599422037601471, 1.9754046201705933, -0.11382430046796799, -0.009786431677639484, -0.22057601809501648, 0.22145940363407135]"
1901,"[0.6684898734092712, 0.36020126938819885, 0.1442432999610901, -0.280702143907547, -0.3997550308704376, -0.23594596982002258, 0.3982313275337219, 0.6719557046890259, -1.1657665967941284, 0.6905911564826965]"
1911,"[-0.296976238489151, 0.5264800190925598, -0.11274854093790054, -0.6533331871032715, 0.003574243513867259, -0.31575244665145874, 0.03599793091416359, -0.3054638206958771, -0.6624491214752197, -0.01243752520531416]"
1921,"[-0.1683042049407959, 0.7015829682350159, -0.14060091972351074, -0.6145492196083069, 0.12392555922269821, 0.48747220635414124, -0.04019094631075859, 1.1013824939727783, -0.9614638686180115, 0.17485201358795166]"
1931,"[0.1469850242137909, 0.695709228515625, 0.04459505155682564, -0.11495676636695862, -0.30966100096702576, -0.26481595635414124, 0.00497480621561408, 0.1764482855796814, -1.3619959354400635, 0.40801239013671875]"
1941,"[0.6371532678604126, 0.8221728205680847, 0.04454607516527176, 0.14438067376613617, -0.6320592761039734, 0.03214619308710098, -0.37402185797691345, 0.21144376695156097, -1.5179585218429565, 0.2623170018196106]"
1951,"[0.11307403445243835, 0.3813159465789795, 0.10114650428295135, 0.06781283020973206, -0.22363100945949554, -0.598974883556366, 0.4826434254646301, -0.3071744441986084, -1.5645631551742554, -0.3034622371196747]"
1961,"[0.2179369032382965, 0.26963210105895996, -0.18460652232170105, -0.8852863907814026, -0.22822074592113495, -0.21639813482761383, 0.3626100718975067, 0.025996606796979904, -1.0130654573440552, 0.383754163980484]"
1971,"[-0.36678096652030945, 0.4073467254638672, 0.8425396680831909, 0.21202872693538666, 0.4967433214187622, 0.3761274516582489, 0.49556687474250793, -0.32792341709136963, -0.8765130043029785, -0.17293915152549744]"
1981,"[-0.9119985103607178, 0.9905745387077332, -0.20886929333209991, -0.12015607953071594, 0.08118642866611481, 0.4776468575000763, 0.5964640974998474, -0.2677477300167084, -0.33133646845817566, 0.13039465248584747]"
1991,"[-0.13919490575790405, 0.766901433467865, 0.6035386919975281, -0.04997526854276657, 0.7338055968284607, -0.02180212363600731, 0.9829183220863342, -0.27494359016418457, -0.43276533484458923, 0.4434443414211273]"
2001,"[-0.21954384446144104, 0.25448766350746155, 0.38343217968940735, -0.8454221487045288, -0.10162375122308731, -0.5338073968887329, 0.16362419724464417, -0.23133625090122223, -0.5571337938308716, 0.3786739408969879]"
2011,"[-0.1887017786502838, 0.43750062584877014, 0.4701095223426819, -0.7613766193389893, 0.023526202887296677, -0.5782217979431152, 0.2661108076572418, -0.041428033262491226, -0.5180455446243286, 0.09886160492897034]"
2021,"[0.14757613837718964, 0.13334009051322937, 0.3840099573135376, -0.6466278433799744, 1.0473322868347168, 0.014669166877865791, -0.6556566953659058, 0.2391366809606552, -0.9939392805099487, 0.18333837389945984]"
2031,"[0.5623349547386169, 0.32314765453338623, -0.06415756791830063, -0.5960410237312317, 0.9360851645469666, -0.08889668434858322, -0.37350398302078247, -0.15399625897407532, -1.1506153345108032, -0.9810827374458313]"
2041,"[-0.9731847643852234, 0.16274501383304596, -0.44579270482063293, -0.5517293214797974, 0.3983680307865143, -0.7975013256072998, 0.6112152338027954, 0.6487680077552795, -0.8694315552711487, -1.0851030349731445]"
2051,"[-1.082917332649231, 0.9127207398414612, -0.6843875050544739, -0.24563150107860565, 0.15179777145385742, -1.0026299953460693, 0.4933135211467743, 0.08229577541351318, -0.7902297973632812, -0.5777362585067749]"
2061,"[-0.33360886573791504, 0.805410623550415, -0.354402631521225, -0.8717619180679321, -0.5961106419563293, 0.14958122372627258, 0.25344201922416687, 0.13727496564388275, -0.5895504355430603, 0.38004231452941895]"
2071,"[0.3088305592536926, 0.32320109009742737, -0.26067018508911133, -1.013813853263855, -0.2298218458890915, -0.01178050972521305, -0.0019613534677773714, 0.33220988512039185, -1.023734211921692, 0.0020772130228579044]"
2081,"[0.2306700050830841, 0.21825316548347473, 0.5249177813529968, -0.3395792543888092, -0.2834062874317169, -0.30427128076553345, 0.8301782608032227, -0.2271975427865982, -1.2191030979156494, -0.4253078103065491]"
2091,"[-0.035805802792310715, 1.2888996601104736, -0.02167689800262451, -0.3604493737220764, 0.368750661611557, -0.5356680154800415, 0.6894832849502563, 0.02787167765200138, -0.5472569465637207, -0.648375928401947]"
2101,"[1.205810308456421, 0.9472178816795349, -1.5237001180648804, -0.5210379958152771, 0.20149941742420197, -1.3346551656723022, 0.9076443910598755, -1.011024832725525, -0.730011522769928, 0.41077128052711487]"
2111,"[-0.002786551136523485, 1.0165563821792603, 0.1769399493932724, -0.4748433828353882, 0.5573582649230957, -0.729190468788147, 0.5369151830673218, 0.6892229914665222, -0.4788147211074829, -0.12986958026885986]"
2121,"[-0.44139015674591064, 0.48522529006004333, 0.09469953924417496, -0.16327406466007233, 0.5928181409835815, -0.07822459191083908, 0.7210517525672913, -0.46865755319595337, -0.7957456707954407, 0.25097545981407166]"
2131,"[-0.42582783102989197, 0.15234705805778503, -0.5083670616149902, -0.5648568272590637, 1.0648263692855835, -0.9316360354423523, 0.273676335811615, 1.7786756753921509, -1.556434154510498, -0.8962529301643372]"
2141,"[-0.13050596415996552, 0.6230195760726929, 0.09850603342056274, -0.3053431212902069, -0.04517047479748726, -0.10678048431873322, 0.5421741008758545, -0.2569543421268463, -1.20414400100708, -0.5465203523635864]"
2151,"[-0.12892229855060577, 0.4896271824836731, -0.4535832107067108, -0.8364275097846985, -0.19085782766342163, -0.4859006106853485, -0.45004504919052124, 0.06479208916425705, -0.6699380874633789, 0.3343883156776428]"
2161,"[-0.10875610262155533, 0.6836674809455872, 0.2115626484155655, -0.45746561884880066, 0.2016480714082718, 0.052973952144384384, 0.34788641333580017, 0.050438519567251205, -1.1719411611557007, -0.6404498815536499]"
2171,"[0.13002359867095947, 0.7945683002471924, -0.1402226686477661, -0.38538500666618347, -0.9738401174545288, 0.44724592566490173, -0.28627434372901917, 0.21514928340911865, -1.1413224935531616, 0.35084816813468933]"
2181,"[-0.05989979952573776, 0.5560669302940369, 0.10456449538469315, -0.30834031105041504, 0.17401635646820068, -0.07156431674957275, -0.594814658164978, 0.04306945949792862, -1.431636929512024, -0.06088784337043762]"
2191,"[2.1537134647369385, 0.042986027896404266, 1.0767998695373535, -0.4721510708332062, -0.8093965649604797, 0.7793285250663757, -0.6027165055274963, 0.011235340498387814, -0.7800464630126953, -0.5943461656570435]"
2201,"[0.020296957343816757, 1.6149098873138428, -0.8520875573158264, 0.34137585759162903, 0.5115962624549866, -0.6338356137275696, 0.7748575806617737, -0.5314841866493225, -1.1047091484069824, 0.9491581320762634]"
2211,"[1.0652457475662231, 0.5211045742034912, -0.21274331212043762, -1.3099335432052612, 0.23636476695537567, -1.6069588661193848, -1.0200272798538208, 1.3690613508224487, -0.8034856915473938, -1.2998228073120117]"
2221,"[0.23927262425422668, -0.36142247915267944, -0.07543332874774933, -0.49530842900276184, 0.5686190128326416, -0.7508450746536255, 0.6058205366134644, 0.7364956736564636, -1.6340569257736206, -1.4841094017028809]"
2231,"[-0.1259477287530899, 0.5125372409820557, -0.28594550490379333, -0.8263294696807861, 0.03236742317676544, -0.013566723093390465, 0.3493628203868866, 0.31635764241218567, -0.6939883232116699, 0.6142044067382812]"
2241,"[-0.223135843873024, 0.6074080467224121, -0.16968151926994324, -0.7483676075935364, 0.5258720517158508, -0.028232768177986145, 0.5400603413581848, -0.30868279933929443, -0.5161014795303345, 0.25330376625061035]"
2251,"[0.19072240591049194, -0.05805402249097824, 0.39652299880981445, -0.8000299334526062, -0.14007233083248138, 0.10057294368743896, 0.2634909152984619, -0.13789786398410797, -0.8620224595069885, 0.39288249611854553]"
2261,"[-0.4205312132835388, 0.2973160147666931, 0.09050751477479935, -1.0184688568115234, 0.911095380783081, -0.43918561935424805, 0.0006520082824863493, 0.5184459090232849, -0.5687223672866821, -0.13889779150485992]"
2271,"[0.35588937997817993, 0.4650144875049591, 0.11239983886480331, -0.7267216444015503, 0.5302574038505554, 0.683174192905426, 0.49603551626205444, 0.22663997113704681, -0.8160773515701294, 0.2027042806148529]"
2281,"[-0.3912164568901062, 0.4965507388114929, -1.2125273942947388, -1.6526521444320679, 0.14675259590148926, 0.11597322672605515, -0.04498481750488281, 0.40822160243988037, -0.38023841381073, 0.5840076208114624]"
2291,"[0.38890528678894043, 0.8443713188171387, 0.3360340893268585, -0.5910942554473877, -0.10923761874437332, -0.1892457902431488, 0.2751785218715668, 0.7170739769935608, -0.7053702473640442, -0.003510920098051429]"
2301,"[-0.5980386137962341, 0.025814734399318695, 0.5536892414093018, -0.7423602342605591, 0.46226784586906433, 0.29424551129341125, 0.16928033530712128, 0.5076005458831787, -0.9997932314872742, -0.10711375623941422]"
2311,"[0.28763532638549805, 0.5071500539779663, 0.17373844981193542, -0.5684296488761902, 0.29936960339546204, -0.10226929932832718, -0.24200905859470367, 0.016690708696842194, -0.8856326341629028, 0.40778395533561707]"
2321,"[0.5105190873146057, 0.5692790150642395, 0.12965746223926544, -1.0070303678512573, -0.23434841632843018, -0.05259843170642853, 0.18286332488059998, 0.30892711877822876, -0.6459715366363525, 0.06556104123592377]"
2331,"[0.8666648268699646, 0.8839879631996155, -0.23483917117118835, -0.6571476459503174, 0.3621433973312378, 0.08482744544744492, 0.5273033976554871, 0.23684489727020264, -0.5909366607666016, 0.2113196700811386]"
2341,"[-0.16519048810005188, 0.592369019985199, -1.006012201309204, -1.0614656209945679, 0.30335569381713867, 0.05820411071181297, -0.3803994059562683, 1.264868140220642, -0.9545584321022034, -0.7328990697860718]"
2351,"[0.2636062204837799, 1.2540433406829834, -0.30051618814468384, -0.007285117171704769, -0.20373651385307312, 0.07926400005817413, 0.10887191444635391, 0.5125678181648254, -1.2826086282730103, 0.5685609579086304]"
2361,"[0.3684864044189453, 1.2962758541107178, 1.1944812536239624, 0.15406416356563568, 1.0378087759017944, 0.2890302836894989, 0.14512179791927338, 0.26652538776397705, -0.5141769647598267, 0.8154236078262329]"
2371,"[-0.6129640936851501, -0.030773909762501717, 0.09115928411483765, -0.6568215489387512, 0.22266651690006256, -0.6896973252296448, 0.40936198830604553, 0.6147735118865967, -0.8663998246192932, 0.14194881916046143]"
2381,"[-0.9777528047561646, 0.5617612600326538, 0.498094379901886, -0.48610588908195496, 0.20843161642551422, 0.26335713267326355, 0.4853570759296417, -0.21375997364521027, -0.16159924864768982, -0.23239766061306]"
2391,"[0.49659767746925354, 0.573905348777771, 0.026052268221974373, -0.5142737030982971, -0.11641235649585724, 0.04675872251391411, 0.541873574256897, 0.2362053096294403, -0.8271556496620178, 0.7996933460235596]"
2401,"[-0.02548578567802906, 0.4557395875453949, -0.1324574500322342, -0.39028066396713257, 0.07793411612510681, -0.20149312913417816, -0.3003228008747101, -0.03947709873318672, -1.2268511056900024, 0.5915122628211975]"
2411,"[-1.2176823616027832, 0.10650026053190231, -0.2652807831764221, -0.6774135231971741, 0.0010698040714487433, -0.38436785340309143, 0.3505120277404785, -0.2481233775615692, -0.4535891115665436, 0.3990156054496765]"
2421,"[-0.469216525554657, 0.4022541344165802, -0.08110909163951874, -0.47914767265319824, 0.06170434132218361, -0.4121267795562744, 0.15471969544887543, -0.2602434456348419, -0.7741013169288635, -0.2988341152667999]"
2431,"[-0.26803913712501526, 0.09982074797153473, -0.4101954996585846, -1.1979765892028809, 0.12583163380622864, 0.3954979479312897, -0.15310703217983246, -0.7001779079437256, -0.7784423232078552, -0.098142109811306]"
2441,"[0.0351891852915287, 1.2117798328399658, -0.0303511880338192, -0.5656161308288574, 0.1386106163263321, 1.153976559638977, 0.876453161239624, -0.19824744760990143, -0.17056262493133545, 1.4468512535095215]"
2451,"[-0.6535757780075073, 0.9593319296836853, -0.02155676856637001, -0.17604078352451324, 0.7694015502929688, 0.24620762467384338, 0.304365873336792, 0.16538982093334198, -0.6015228629112244, 0.33247947692871094]"
2461,"[-0.8812955617904663, 1.4678354263305664, 0.07954593002796173, 0.2333604246377945, -0.15037605166435242, 0.5275610685348511, 0.5626962780952454, -0.5094730257987976, -0.33822908997535706, 0.5160272121429443]"
2471,"[-0.1620534211397171, 0.6668150424957275, 0.09850320219993591, -0.6466519236564636, 0.12654085457324982, -0.46550703048706055, -0.14557170867919922, -0.4923257827758789, -0.38063672184944153, 0.14747507870197296]"
2481,"[-0.3672408163547516, 0.12118689715862274, -0.2841108739376068, -0.6539085507392883, 0.2961326241493225, -0.15861564874649048, -0.07544466853141785, 0.7092365026473999, -1.3409560918807983, -0.05969950929284096]"
2491,"[0.2451784610748291, 0.8122518658638, -0.4636475145816803, -0.8600977063179016, 0.2344585657119751, -0.13188667595386505, -0.10210248082876205, -0.5654110908508301, -0.5475538372993469, 0.02989117056131363]"
2501,"[0.17370113730430603, 0.5039657950401306, -0.07678498327732086, -0.9609718322753906, -0.4164971113204956, -0.5008233189582825, -0.10676927119493484, -0.0030448248144239187, -0.8580620288848877, 0.27569809556007385]"
2511,"[-0.006519080139696598, 0.45771950483322144, -0.18707667291164398, -0.11355069279670715, 0.016724733635783195, -0.677871823310852, -0.13687841594219208, 0.9539210796356201, -1.3657426834106445, 0.27679696679115295]"
2521,"[0.16346390545368195, 0.31092384457588196, -0.4875795543193817, -0.9059027433395386, 1.0676424503326416, -0.956562876701355, 1.2480493783950806, 0.29328909516334534, -0.38395750522613525, -0.18658038973808289]"
2531,"[-0.28374919295310974, 0.6616038680076599, 0.035535842180252075, -0.1654781550168991, 0.9021591544151306, -0.7621985673904419, 0.1832902878522873, -0.004999074153602123, -0.7362160682678223, 0.27654871344566345]"
2541,"[0.09462252259254456, 0.4207186698913574, 0.36623236536979675, -1.068281888961792, 0.010601649060845375, 0.5194406509399414, 0.5719097256660461, -0.23047314584255219, -0.3406617343425751, 0.20607899129390717]"
2551,"[0.09915541112422943, 1.0144484043121338, -0.6513863205909729, -0.14874468743801117, 0.2795557975769043, 0.23890037834644318, 0.26175686717033386, 0.5425817370414734, -0.926637589931488, 0.9249304533004761]"
2561,"[0.3952023386955261, 0.598371148109436, 0.14595086872577667, -0.8045859932899475, 0.08208969980478287, 0.1629292070865631, -0.35784024000167847, -0.41273441910743713, -0.6121267676353455, 0.43605178594589233]"
2571,"[0.01500813476741314, 0.061442870646715164, 0.8162979483604431, -1.0160152912139893, -0.11983417719602585, 0.034769125282764435, -0.14486967027187347, 0.36763229966163635, -0.86556077003479, 0.3669731020927429]"
2581,"[0.027500394731760025, 0.723264753818512, -0.0846158117055893, -0.7260164618492126, -0.2949446439743042, -0.07124386727809906, 0.4721466898918152, -0.33321061730384827, -0.6916506886482239, -0.31563347578048706]"
2591,"[0.029851306229829788, 0.29076722264289856, 0.0516531839966774, -0.7133779525756836, -0.126541405916214, -0.08798778802156448, 0.3053187131881714, 0.18426886200904846, -0.5968918204307556, 0.18125303089618683]"
2611,"[0.32477396726608276, 0.9515649080276489, -0.8121134042739868, -0.6435620784759521, -0.6440487504005432, -0.20273269712924957, -0.19391478598117828, 0.6889370679855347, -0.9574035406112671, 0.22751154005527496]"
2621,"[0.1225748285651207, 1.2320786714553833, -0.015211580321192741, -0.24086886644363403, 0.4205091893672943, 0.8691887259483337, -0.010852454230189323, 0.24728143215179443, -1.30592942237854, -0.055190328508615494]"
2631,"[0.45046043395996094, -0.07263350486755371, 0.05937298387289047, 0.174484983086586, -0.5814403891563416, 0.9023335576057434, -0.8773554563522339, 0.5374389886856079, -1.0727252960205078, 0.671841561794281]"
2641,"[-0.1630474030971527, 0.5290564894676208, 0.2494804561138153, -0.42858919501304626, 0.124984972178936, -0.8224447965621948, 0.4958462119102478, 0.11723582446575165, -0.6622512340545654, 0.07697222381830215]"
2651,"[0.35201525688171387, 1.1833503246307373, 0.5859795808792114, 0.436354398727417, 0.24002833664417267, -0.6455522775650024, 0.15488135814666748, -0.10156594961881638, -1.049250602722168, 0.08819530159235]"
2661,"[0.6295453906059265, 1.2869426012039185, 0.42821934819221497, 0.15196073055267334, 0.19560784101486206, -0.8653984665870667, -0.3583982288837433, 0.12309826165437698, -0.7087386250495911, 0.35535290837287903]"
2671,"[0.32768285274505615, 0.08813805133104324, 0.19458943605422974, -1.1439871788024902, -0.4248255491256714, 0.052749186754226685, 0.43795454502105713, -0.34983304142951965, -0.6353780627250671, 0.03811162710189819]"
2681,"[-0.13889530301094055, 1.2725048065185547, -0.2244480550289154, -0.7706242203712463, -0.20924115180969238, -0.4756496250629425, -0.6920070648193359, 0.7585327625274658, -0.6941829323768616, -0.4968501031398773]"
2691,"[1.6755149364471436, 0.2858069837093353, 0.580956757068634, -0.076680026948452, 0.2848723828792572, -0.514635443687439, -1.276374101638794, 0.050798170268535614, -1.1328670978546143, 0.4032434821128845]"
