id,features
4590,"[-0.23837658762931824, 0.9340367317199707, 0.17957955598831177, -1.9764877557754517, -0.6152445077896118, 0.2158258557319641, 0.5468308329582214, -0.09494970738887787, -1.8361399173736572, 0.42629504203796387]"
4600,"[-0.5595424175262451, 0.7736550569534302, 0.8577294945716858, -1.6131680011749268, 0.44468972086906433, -0.6141497492790222, 0.5892540812492371, 0.0034766492899507284, -2.104693651199341, 0.8995978236198425]"
4610,"[0.5998200178146362, 1.0797271728515625, 0.2915346026420593, -1.7415860891342163, 0.15750885009765625, 0.358928382396698, 0.18531306087970734, 0.4513818323612213, -1.8570090532302856, 0.1786157339811325]"
4620,"[-0.18966495990753174, 1.1319304704666138, 0.3662722706794739, -1.9861478805541992, 0.02606252394616604, 0.19175931811332703, 0.9403440952301025, 1.0739115476608276, -1.7816383838653564, -0.0855153426527977]"
4630,"[-0.6073877811431885, 0.7125071287155151, 1.2660101652145386, -2.2376396656036377, 0.05634881928563118, 1.6011351346969604, 1.342512845993042, 0.32017773389816284, -1.654524326324463, -0.41602084040641785]"
4640,"[-0.8701503872871399, -0.029339754953980446, 0.6582743525505066, -1.199448585510254, -0.49623560905456543, -0.8387536406517029, -0.2874584496021271, 0.26464366912841797, -1.7781785726547241, 0.6535908579826355]"
4650,"[-0.5862944722175598, 0.13911542296409607, -0.012658367864787579, -1.8647981882095337, 0.06409980356693268, -1.163702368736267, 0.39236629009246826, -0.6208329200744629, -1.538967251777649, 0.8918915390968323]"
4660,"[-1.4099453687667847, -0.2414446920156479, 0.25462639331817627, -2.797682285308838, -1.1189900636672974, 0.09767737984657288, 1.4003959894180298, 0.05560137331485748, -1.9558955430984497, 0.027139190584421158]"
4670,"[0.614273726940155, 0.45555704832077026, 1.523510217666626, -1.410401701927185, -0.614944338798523, -0.4063105285167694, 0.11642615497112274, 0.610831618309021, -1.5894731283187866, 0.7366677522659302]"
4680,"[-0.023621905595064163, 1.0970466136932373, 0.06306156516075134, -1.406752586364746, 0.19917072355747223, -0.24938388168811798, 0.8470689058303833, 0.7604386210441589, -1.4991685152053833, 1.277201771736145]"
4690,"[-1.1840343475341797, 1.6468925476074219, 0.7245298027992249, -2.1492741107940674, 0.5679457783699036, 0.1707790493965149, 0.5170269012451172, -1.312957525253296, -1.4457569122314453, 1.2548900842666626]"
4700,"[0.36939531564712524, 0.5873173475265503, 0.8368501663208008, -1.262393593788147, -1.3722909688949585, 0.19576187431812286, 0.18303172290325165, 1.2302675247192383, -1.8081202507019043, 0.2108525186777115]"
4710,"[1.459027647972107, 0.13331283628940582, 0.6262556910514832, -1.3671119213104248, 0.28121259808540344, -0.5021774172782898, -0.1593008041381836, 1.2315419912338257, -1.9822431802749634, -0.008446546271443367]"
4720,"[0.6360544562339783, 0.5079437494277954, 0.585381269454956, -2.5528059005737305, 0.07926638424396515, -0.805510938167572, 1.1607820987701416, -0.6115987300872803, -2.179257869720459, 0.1201569214463234]"
4730,"[-0.04477087780833244, 1.4123114347457886, 0.08458611369132996, -1.4453208446502686, 0.3081737458705902, -0.5756382942199707, 0.10521253943443298, -0.27285709977149963, -2.2329766750335693, 0.1835118532180786]"
4740,"[-1.0419288873672485, 1.2630563974380493, 0.0557490736246109, -1.7745805978775024, 0.012129528447985649, -0.8646283149719238, 0.8978300094604492, -0.8236366510391235, -2.2791836261749268, -0.3657257556915283]"
4750,"[-0.5491003394126892, 0.8202304840087891, 0.4486542344093323, -2.081101417541504, -0.19623492658138275, -0.06890460848808289, 0.9709650874137878, 0.12073521316051483, -2.179753541946411, 0.6165156364440918]"
4760,"[-0.37305253744125366, 1.4190126657485962, 0.8706682324409485, -1.330614686012268, -0.2531907856464386, -0.3358616828918457, 0.8041297197341919, -0.07764112949371338, -2.1194019317626953, 0.5998573303222656]"
4770,"[-0.46076294779777527, -0.06634742021560669, 1.1048496961593628, -2.761533737182617, -0.38658905029296875, -0.44862139225006104, -0.3465922176837921, 0.3803659975528717, -1.8670268058776855, -0.1462058573961258]"
4780,"[0.8489923477172852, 0.4377819299697876, 0.4428792893886566, -1.1564736366271973, -0.3292877674102783, -0.803085207939148, -0.11130097508430481, 1.8708817958831787, -1.996563196182251, 0.46295174956321716]"
4790,"[0.02722533605992794, 0.6052794456481934, 0.5840554237365723, -1.4296461343765259, -0.2502772808074951, -0.02344117872416973, 0.792992353439331, 0.5034518837928772, -1.8934013843536377, 0.49802181124687195]"
4800,"[-0.5391095876693726, 0.34130021929740906, 0.49877840280532837, -1.6768776178359985, -0.2812137007713318, -0.38786664605140686, 0.34323960542678833, 1.306405782699585, -2.087581157684326, 0.4255902171134949]"
4810,"[0.02884511463344097, 0.2524338662624359, 0.08646199107170105, -2.4379405975341797, -0.3231210708618164, -0.19584529101848602, -0.18983986973762512, 0.9639948606491089, -1.776404619216919, 0.6760988831520081]"
4820,"[-0.8183957934379578, 0.743020236492157, 0.5296136736869812, -0.9706519842147827, 0.37222209572792053, -0.39934471249580383, 0.3076111972332001, 1.3546770811080933, -2.3358755111694336, 1.1074904203414917]"
4830,"[-1.1097074747085571, 1.0065088272094727, 0.6665092706680298, -2.389653205871582, -0.9098930358886719, -0.9927329421043396, -0.7412183880805969, 0.6483496427536011, -1.3556678295135498, 0.7079503536224365]"
4840,"[-0.29285648465156555, 0.6814821362495422, -0.01847558282315731, -1.428672432899475, -0.8704220652580261, -1.750717043876648, 0.3559107482433319, -0.16268618404865265, -2.169353723526001, 0.2902950942516327]"
4850,"[-0.09570678323507309, 1.2375949621200562, 0.5043803453445435, -1.1102629899978638, -1.3807382583618164, -1.9029552936553955, -1.0229405164718628, -1.5382733345031738, -2.3004536628723145, 0.905694305896759]"
4860,"[0.26637476682662964, 1.3987417221069336, 0.6802728176116943, -1.3164424896240234, -0.8008117079734802, 0.14199328422546387, 0.19164521992206573, 0.23874719440937042, -1.468479871749878, 1.642534852027893]"
4870,"[0.31082987785339355, 1.0365591049194336, 0.5417729616165161, -1.7555526494979858, -0.04797723516821861, -0.36988702416419983, -0.05484027788043022, -0.1111537367105484, -2.0173330307006836, 0.4141857624053955]"
4880,"[1.806304693222046, 1.905371069908142, -0.9102432727813721, -0.9681485891342163, -0.7872819304466248, -1.6805065870285034, 0.9034025073051453, 0.6744222044944763, -1.2000603675842285, -0.08380968123674393]"
4890,"[0.4935368001461029, 1.0174709558486938, 0.36972567439079285, -1.3174872398376465, -0.31407031416893005, 0.7031722664833069, 0.15954269468784332, 0.5738457441329956, -1.8596240282058716, 0.45413413643836975]"
4900,"[0.2004101723432541, 0.5141273736953735, -0.2227092981338501, -2.3169474601745605, -1.2649245262145996, -0.5361829400062561, -0.051021721214056015, 0.34653550386428833, -1.9936109781265259, 1.0479944944381714]"
4910,"[-0.5026363730430603, 1.2510249614715576, 0.7463119626045227, -1.5993549823760986, 0.9950366020202637, 0.21250513195991516, -0.20829026401042938, 0.7611717581748962, -1.8462857007980347, 1.1832760572433472]"
4920,"[0.8872477412223816, 0.4756525456905365, 1.2860326766967773, -1.5009191036224365, -0.9974121451377869, 1.1362969875335693, -0.4248373806476593, 0.974087655544281, -1.7027411460876465, -0.29786375164985657]"
4930,"[0.12272125482559204, 0.4517907500267029, 0.44988709688186646, -1.8996607065200806, -0.8305643796920776, -1.3522230386734009, -0.2531181275844574, -0.019144253805279732, -2.056704044342041, -0.1401190161705017]"
4940,"[0.4281342029571533, 1.3853522539138794, 0.6619403958320618, -0.802023708820343, -0.8599929213523865, -0.7797414064407349, 0.2338460087776184, 0.145854189991951, -2.0847134590148926, 0.5733928680419922]"
4950,"[0.36154377460479736, 0.594586193561554, 0.6703069806098938, -1.4086072444915771, -0.35169997811317444, -0.7026538252830505, 0.3184448182582855, 0.3797362744808197, -1.9733854532241821, 0.8756059408187866]"
4960,"[0.206827312707901, 1.3560469150543213, 0.7129642963409424, -1.0794429779052734, -0.2829502820968628, -0.3754713237285614, 0.7243625521659851, 0.4526565670967102, -2.0684945583343506, -0.0014326393138617277]"
4970,"[-0.404903769493103, -0.026817990466952324, 0.7097484469413757, -0.30062273144721985, -0.8466126918792725, -0.27906110882759094, 0.07403894513845444, 0.7126050591468811, -3.1025304794311523, 0.11411578208208084]"
4980,"[0.1601988673210144, 0.8805727958679199, 0.18391883373260498, -1.3374998569488525, -0.1266963630914688, -0.15544019639492035, 0.41325685381889343, 0.5821672677993774, -2.0255818367004395, 0.4496718943119049]"
4990,"[0.9600934982299805, 0.8985229730606079, 0.27404093742370605, -1.4294323921203613, 0.21743810176849365, -0.29194381833076477, 0.09826385229825974, 1.4086148738861084, -1.7605551481246948, 0.38018858432769775]"
5000,"[-0.07252934575080872, 0.949295699596405, 0.5379460453987122, -1.6294472217559814, 0.32391515374183655, -1.0362049341201782, 0.13565102219581604, -0.5234836339950562, -2.7217214107513428, 0.5760014057159424]"
5010,"[1.5775262117385864, 0.4009004235267639, -1.036543369293213, -0.7347992658615112, -1.067309856414795, -1.1711829900741577, 0.2541101574897766, 0.5709606409072876, -2.082963466644287, 0.8432037234306335]"
5020,"[0.9377610087394714, 1.2190625667572021, 0.9637342691421509, -1.372626543045044, 0.34531357884407043, -1.189583659172058, -0.10477213561534882, -0.5733619928359985, -2.0220751762390137, -0.03404666483402252]"
5030,"[-2.0967912673950195, 0.8933188915252686, 1.8159310817718506, -0.8369244337081909, 0.5740582346916199, 0.33875492215156555, 0.44441866874694824, 0.3996885418891907, -2.817958116531372, 0.4157438576221466]"
5040,"[-0.48203644156455994, 1.1896544694900513, 1.0817774534225464, -1.984020471572876, 0.23749546706676483, -0.5612161755561829, 0.42814797163009644, -0.21927905082702637, -1.9646730422973633, 0.4661777913570404]"
5050,"[0.7221103310585022, 0.7093667387962341, 0.17914392054080963, -2.325112819671631, 0.5734120011329651, 0.029478834941983223, 0.9227621555328369, -0.4072432518005371, -1.8416670560836792, 0.08554870635271072]"
5060,"[-0.0999363362789154, 1.8376824855804443, 0.8599848747253418, -0.9606288075447083, -0.43675893545150757, -0.6065676808357239, -0.21379342675209045, 0.8927484154701233, -1.9455995559692383, -0.09478209167718887]"
5070,"[0.24542281031608582, 0.9399606585502625, 0.3167869448661804, -1.3991421461105347, -0.2269301414489746, -0.22345741093158722, 0.5905821919441223, 1.0317308902740479, -1.754271388053894, 0.6395145058631897]"
5080,"[0.06071816012263298, 1.6133366823196411, 0.8740136623382568, -2.495406150817871, -0.27882876992225647, -0.513869047164917, -0.4043824076652527, 0.07751981168985367, -1.7723771333694458, -0.02380201406776905]"
5090,"[-0.08070936799049377, 1.1466270685195923, 0.9293109774589539, -1.782820463180542, 0.2954845130443573, -0.043710190802812576, 0.5463128685951233, 0.012430605478584766, -2.2396931648254395, 0.5785265564918518]"
5100,"[0.6541175842285156, 1.1371796131134033, 0.3937234878540039, -1.5872710943222046, -0.13655631244182587, -0.39429351687431335, 0.32308444380760193, 0.2176550328731537, -2.3186120986938477, 0.5865306258201599]"
5110,"[0.46291661262512207, 0.7026163339614868, 0.7948471903800964, -1.8474562168121338, -0.27025675773620605, -0.9808701276779175, -0.589860737323761, 0.23641350865364075, -1.8226068019866943, 0.9966006278991699]"
5120,"[-0.2073265016078949, 1.0053764581680298, 0.39716482162475586, -1.343969464302063, 0.1579795479774475, -0.3528187572956085, -0.12473645806312561, 0.11197596043348312, -2.344390630722046, 0.5218902826309204]"
5130,"[0.20901359617710114, 1.5332309007644653, 0.38892191648483276, -1.0559029579162598, -0.20982898771762848, 0.3694325387477875, 1.3955581188201904, 0.3952440321445465, -2.2584896087646484, 0.2819516658782959]"
5140,"[-0.2996501922607422, 0.5491161942481995, 0.30893948674201965, -2.0335898399353027, -0.2629226744174957, -0.6456184387207031, -0.17628052830696106, 0.08120337873697281, -1.9139125347137451, 0.2527371942996979]"
5150,"[0.46192044019699097, 0.8649885058403015, 1.1010620594024658, -1.7913907766342163, -0.24467302858829498, -0.9107609987258911, -0.6883415579795837, 0.43956732749938965, -1.9551783800125122, 0.08341895788908005]"
5160,"[0.0007144851260818541, 0.7955900430679321, 1.6500518321990967, -2.7936363220214844, -0.2691025733947754, -0.2274833470582962, 0.8482306599617004, 1.0544912815093994, -1.2370080947875977, -0.7457069158554077]"
5170,"[0.24996627867221832, 0.8149017095565796, 0.580005407333374, -1.5594372749328613, 0.018118539825081825, -0.4715002477169037, 0.43494442105293274, 1.0694154500961304, -1.8197650909423828, 0.8071689605712891]"
5180,"[0.6779005527496338, 0.6730331182479858, 1.0166534185409546, -1.999712347984314, -0.6495903134346008, -0.3339179456233978, 0.12450596690177917, 0.4410804510116577, -1.7601314783096313, 0.6966254711151123]"
5190,"[-0.012912376783788204, 0.8163228631019592, 0.610040009021759, -2.0848357677459717, 0.6864887475967407, -1.1324902772903442, 0.27356114983558655, -0.490689754486084, -2.0379273891448975, -0.13224104046821594]"
5200,"[0.33934536576271057, 1.8076932430267334, 1.293291449546814, -2.4499146938323975, 0.1591506451368332, -0.05938244238495827, -0.27312543988227844, -0.04674593731760979, -1.4905253648757935, 0.2887297570705414]"
5210,"[0.9054617285728455, 0.5884187817573547, 0.26146167516708374, -2.007744550704956, 0.27099743485450745, -1.013175368309021, 0.01876053586602211, -0.8450884819030762, -1.9588167667388916, 0.11149228364229202]"
5220,"[0.13258865475654602, 0.8591594696044922, 0.7415593862533569, -1.1110365390777588, 0.11095865815877914, -0.5555342435836792, 1.1077202558517456, 0.3433723449707031, -1.8420082330703735, 0.6367892026901245]"
5230,"[0.25223591923713684, 0.894335150718689, 0.5527269244194031, -1.8340415954589844, 0.20291389524936676, -0.5867774486541748, -0.14524947106838226, -0.31358516216278076, -1.9570423364639282, 0.5045422911643982]"
5240,"[-0.3658565878868103, 1.3036859035491943, -0.49744972586631775, -2.4538111686706543, -0.4901707172393799, -0.20465366542339325, 0.6359069347381592, 1.231008529663086, -1.5517473220825195, -0.20700764656066895]"
5250,"[0.8317676782608032, 1.3443740606307983, 1.2601792812347412, -1.7185081243515015, 0.617738664150238, 0.41427674889564514, 0.5248082280158997, -0.3210335671901703, -1.5356782674789429, 1.0671497583389282]"
5260,"[0.6313405632972717, 0.47905677556991577, 0.7074495553970337, -1.021432638168335, -1.1182761192321777, -0.4892486333847046, 0.15420421957969666, 0.8581547141075134, -1.7624194622039795, 0.4384332597255707]"
5270,"[0.0960991159081459, 1.554884910583496, 0.4138098955154419, -1.998088002204895, 0.31032925844192505, -0.9683452844619751, -0.4588724374771118, 0.924368143081665, -1.5074354410171509, 0.6416037082672119]"
5280,"[0.5360912680625916, 0.40017393231391907, 1.3582954406738281, -1.26722252368927, -0.04119662940502167, -0.12659765779972076, 0.9360491633415222, 0.27141374349594116, -2.126476526260376, 1.459054946899414]"
5290,"[0.29093602299690247, 1.4717843532562256, 0.0225312951952219, -1.9123305082321167, 0.9479856491088867, 0.4761557877063751, 1.2205348014831543, 0.3753235638141632, -1.6108746528625488, 0.347945898771286]"
5300,"[-0.09336009621620178, 1.0166341066360474, 0.3936024308204651, -1.195693016052246, 0.16934026777744293, -0.12016650289297104, 0.5180978775024414, 0.8862531781196594, -2.418227195739746, 0.6501062512397766]"
5310,"[0.5547235608100891, 1.04563307762146, 0.2819763422012329, -1.1034190654754639, 0.07028432190418243, -0.10799654573202133, -0.11294569820165634, 1.005433440208435, -2.095902442932129, -0.24288775026798248]"
5320,"[0.5136002898216248, 0.6598794460296631, 2.1221814155578613, -2.646904230117798, 0.5730929970741272, 2.1667983531951904, 0.36276981234550476, -0.133865624666214, -1.0089021921157837, -1.3503050804138184]"
5330,"[0.02643417939543724, 1.4487359523773193, 0.06426593661308289, -1.2227057218551636, 0.04195195436477661, -0.5632804036140442, 0.2741538882255554, 0.25664177536964417, -1.4047366380691528, 0.8508064150810242]"
5340,"[0.6612904667854309, 1.397391676902771, 0.6543629169464111, -1.2506946325302124, -0.6847028136253357, 0.2513071298599243, 0.22112181782722473, -0.14858083426952362, -1.6498600244522095, 0.6228164434432983]"
5350,"[-0.256095290184021, 0.17967206239700317, 0.8542094230651855, -1.2329277992248535, -0.5966624021530151, 0.83779376745224, -0.06803982704877853, 0.9257456660270691, -1.8527874946594238, 1.1310983896255493]"
5360,"[-1.3130944967269897, 0.9590058326721191, 1.0756497383117676, -1.4086655378341675, -0.05269213765859604, -0.5147160887718201, -0.005102856550365686, -0.8027254939079285, -2.1456098556518555, 0.6596962213516235]"
5370,"[-1.5212363004684448, 1.2917611598968506, 1.5946013927459717, -0.7455468773841858, -1.572447657585144, 0.021765299141407013, 0.41482144594192505, 0.2853614091873169, -1.5448790788650513, 0.6042694449424744]"
5380,"[-0.738374650478363, 1.185451865196228, 1.191776990890503, -0.458692729473114, 0.8108272552490234, -0.6354662775993347, 0.4699414372444153, 1.0583345890045166, -2.5035505294799805, 1.4389339685440063]"
5390,"[-0.06601954996585846, 1.0935419797897339, 0.5672304034233093, -1.4356093406677246, -0.31167876720428467, -0.48321613669395447, 0.06206639111042023, 0.22309808433055878, -2.2705271244049072, 0.7637028694152832]"
5400,"[-0.7683783769607544, 1.6571720838546753, 1.6681922674179077, -2.731525421142578, -0.06282387673854828, -0.6109445095062256, -0.9711786508560181, -0.5419613718986511, -0.49481484293937683, 1.5975521802902222]"
5410,"[0.6177955865859985, 0.8293019533157349, 0.43605169653892517, -1.1251648664474487, -0.41582000255584717, -0.9505811333656311, 0.9299339652061462, -0.15110956132411957, -2.1981942653656006, 0.47188231348991394]"
5420,"[-0.11136326193809509, -0.032610613852739334, -0.051033832132816315, -0.9356142282485962, -1.7190195322036743, -0.7567960023880005, -0.3551933169364929, 0.02784573845565319, -1.9167252779006958, -0.9193530678749084]"
5430,"[0.2992314100265503, -0.6395807266235352, -0.0024186482187360525, -2.451690435409546, -0.43427345156669617, 0.18648014962673187, -0.2579374611377716, -0.6187167167663574, -2.736747980117798, -0.47941190004348755]"
5440,"[0.1378643959760666, 1.8185759782791138, 0.9078447222709656, -1.3716518878936768, 1.1455832719802856, -1.1033687591552734, 0.05142631754279137, 0.36272114515304565, -2.1189005374908447, 0.895519495010376]"
5450,"[0.57341468334198, 1.2893154621124268, 0.889110803604126, -0.8935737609863281, -0.03952033445239067, 0.1539037674665451, 0.08673849701881409, 0.7434311509132385, -1.8203569650650024, -0.2892666161060333]"
5460,"[0.15095165371894836, 1.0308347940444946, 0.642197847366333, -1.2519515752792358, 0.0779295340180397, -0.27322855591773987, 0.1286027431488037, 0.9497140645980835, -2.4259870052337646, 0.4098917841911316]"
5470,"[-0.3330443501472473, 1.4180662631988525, 0.4117838740348816, -1.6186200380325317, 0.23565246164798737, -0.37392860651016235, -0.4063999652862549, 0.40853241086006165, -2.2482993602752686, -0.12939725816249847]"
5480,"[0.08111007511615753, 0.41660165786743164, 0.7360960841178894, -1.1030431985855103, -0.09456173330545425, -0.7630227208137512, 0.7321380972862244, -0.21039165556430817, -2.256890296936035, 0.18064868450164795]"
5490,"[-0.4301012456417084, 0.9515367746353149, 0.8371082544326782, -1.5537203550338745, -0.09645029902458191, -0.8391323685646057, 0.11698029935359955, -0.41291099786758423, -1.6226520538330078, 0.4940864145755768]"
5500,"[0.9967491626739502, 0.70717453956604, -0.4783656597137451, -0.9685336351394653, 0.35182687640190125, -0.5658512711524963, 0.35026228427886963, 0.9562985301017761, -1.9940153360366821, 0.2165142446756363]"
5510,"[-0.5398396849632263, 0.22960609197616577, 0.2449686974287033, -2.2502903938293457, -0.036206748336553574, -0.17501190304756165, 0.15487326681613922, -0.5414045453071594, -2.360941171646118, 0.5120574831962585]"
5520,"[0.37714168429374695, 1.180535078048706, 0.9754106402397156, -1.6335210800170898, -0.09546602517366409, -0.7622984051704407, 0.22097449004650116, -0.232635498046875, -2.1372978687286377, 0.23478810489177704]"
5530,"[0.23443098366260529, 0.4782745838165283, 0.5203946828842163, -1.2456852197647095, -0.08711591362953186, -0.308566689491272, 0.5310881733894348, 1.0576215982437134, -2.006906270980835, 0.23481594026088715]"
5540,"[0.040709663182497025, 0.4765159785747528, 0.8099644184112549, -1.0220963954925537, -1.541391372680664, -0.5562431812286377, -0.028063753619790077, 0.4166039526462555, -2.027393341064453, 0.28581294417381287]"
5550,"[-0.14595581591129303, 0.5740348100662231, 0.5420024991035461, -1.5968700647354126, 0.09313064813613892, -0.9923980832099915, 0.3660368323326111, -0.5263460278511047, -2.2368485927581787, 0.7647980451583862]"
5560,"[0.4040895104408264, 0.9577677845954895, 0.4796276390552521, -1.917127013206482, 1.088311791419983, -0.13258028030395508, -0.49805235862731934, -1.0803146362304688, -2.8596105575561523, 0.26417842507362366]"
5570,"[-0.16275645792484283, 0.9532271027565002, 0.8946983218193054, -2.1940104961395264, -0.3151659071445465, -0.4782450199127197, 0.8429072499275208, 0.3425557613372803, -1.7888456583023071, 0.1281217485666275]"
5580,"[-0.5212698578834534, 1.287096619606018, 0.8162250518798828, -1.2094101905822754, -0.19978950917720795, -0.532800018787384, 0.5926801562309265, -0.34908851981163025, -2.444986343383789, 0.801091194152832]"
5590,"[-1.2641737461090088, 3.378919839859009, 0.13424625992774963, -2.1329073905944824, -1.1235817670822144, -0.9543724656105042, -1.941294550895691, 0.13807597756385803, -0.8554589748382568, 0.6193189024925232]"
5600,"[0.054291725158691406, 1.0670160055160522, 0.45216017961502075, -2.5062878131866455, -0.6770844459533691, -0.8054434657096863, 0.3266260325908661, -0.3197430372238159, -1.7125542163848877, -0.44780460000038147]"
5610,"[0.3614238500595093, 0.22827880084514618, 0.6071305274963379, -1.87385094165802, -0.20900112390518188, -0.5271123051643372, 0.41760575771331787, 0.05725126340985298, -2.3358404636383057, 0.5010573863983154]"
5620,"[0.009344632737338543, -0.39379194378852844, 0.6675613522529602, -1.6101192235946655, -0.12214910238981247, -1.013286828994751, -0.1075356975197792, -0.6708138585090637, -2.0493364334106445, 1.208894968032837]"
5630,"[0.37295082211494446, 0.7509985566139221, 0.5585927367210388, -1.908265233039856, -0.26984769105911255, -0.09804317355155945, 0.2549934685230255, 0.4719105362892151, -2.2821030616760254, 0.48251092433929443]"
5640,"[-0.5011531710624695, 0.7846254110336304, 1.1580268144607544, -2.0647242069244385, 0.16752924025058746, -0.18185028433799744, 0.3609982132911682, 0.27789613604545593, -1.5157692432403564, 0.9177971482276917]"
5650,"[0.20817454159259796, 0.7415145635604858, 0.3387414515018463, -1.416994333267212, -0.8846310973167419, -0.9250072836875916, -0.25987520813941956, -0.18950966000556946, -1.662705421447754, -0.4654703438282013]"
5660,"[1.0846318006515503, 1.2770015001296997, 0.9124614596366882, -0.6412627696990967, 1.1185235977172852, -0.38527995347976685, 0.18100300431251526, 0.5970273613929749, -2.279466390609741, 0.07640304416418076]"
5670,"[-2.1227078437805176, 1.4318902492523193, 1.5665667057037354, -2.1582510471343994, 0.7094894051551819, -0.405697762966156, 0.5433750748634338, 0.7576429843902588, -1.4499990940093994, 1.8358429670333862]"
5680,"[0.9206671714782715, 0.9408860802650452, 0.08033117651939392, -1.2115371227264404, -0.3851293921470642, -0.2790696620941162, -0.22423145174980164, 0.2757594585418701, -2.068075656890869, 0.9634981155395508]"
5690,"[-0.25432583689689636, -0.06470480561256409, 0.18030568957328796, -1.191226840019226, -0.5573022961616516, 0.44933462142944336, -0.44937458634376526, 1.7756903171539307, -2.0009610652923584, 1.849892258644104]"
5700,"[-1.5666253566741943, 1.1846128702163696, -0.5619819760322571, -1.5946062803268433, -0.5484201908111572, -0.04079703986644745, 1.0331180095672607, -0.6376973390579224, -2.4922590255737305, 0.44106438755989075]"
5710,"[-0.19564327597618103, 0.453416645526886, 0.5196558833122253, -1.9096424579620361, -0.5987456440925598, -0.28471723198890686, -0.006395974196493626, 0.7760033011436462, -1.7682780027389526, 0.49301618337631226]"
5720,"[-0.5283353924751282, 0.09486596286296844, 1.50022292137146, -1.1628981828689575, 0.2515146732330322, -0.1663917750120163, -0.25777730345726013, 0.15671637654304504, -1.7094591856002808, 1.0549731254577637]"
5730,"[0.5045062303543091, 0.309003621339798, 0.031140638515353203, -1.7035716772079468, 0.5166736841201782, -1.5909377336502075, 0.822242796421051, 0.06428882479667664, -1.6037828922271729, 0.35073351860046387]"
5740,"[0.4773029088973999, -0.13495883345603943, 0.9073673486709595, -0.6947994232177734, -0.48406124114990234, 0.09304449707269669, -0.42171600461006165, 1.381531834602356, -2.2928285598754883, -0.043676674365997314]"
5750,"[0.11282982677221298, 0.5920553803443909, -0.2030908167362213, -0.8526037931442261, -0.2932339012622833, -0.2166803777217865, -0.2356313019990921, 0.8039728999137878, -2.351809024810791, -0.21483241021633148]"
5760,"[0.2910805940628052, -0.3420104682445526, 1.362113118171692, -1.3907384872436523, 2.4886109828948975, 0.15957199037075043, 0.640585720539093, 0.39655911922454834, -3.0770132541656494, 1.257330298423767]"
5770,"[-0.03477655351161957, 1.2853094339370728, 0.23172497749328613, -1.1143699884414673, -0.4088122844696045, -0.2619643211364746, 0.24735115468502045, 0.2067701667547226, -2.4663875102996826, 0.7724630236625671]"
5780,"[-0.7656373977661133, 1.1341737508773804, 0.7370215654373169, -1.8807438611984253, 0.4228956997394562, -0.04623738303780556, 0.25828930735588074, -0.5850477814674377, -1.8429844379425049, 1.1863545179367065]"
5790,"[0.012169558554887772, 0.7161264419555664, 0.539798378944397, -2.3375110626220703, -0.22106924653053284, -0.6885846257209778, 0.0746258944272995, -0.12158965319395065, -1.4836477041244507, 0.9003873467445374]"
5800,"[-1.0985283851623535, 1.0271092653274536, 1.1355186700820923, -1.7398680448532104, -0.6469591856002808, -0.36715129017829895, -0.7239509224891663, 0.06536463648080826, -1.8592417240142822, 0.7526707053184509]"
5810,"[1.6009669303894043, 1.8135498762130737, -0.42903652787208557, -1.2023019790649414, 0.46235403418540955, -1.1198266744613647, 0.5397331118583679, 0.2945766746997833, -2.197252035140991, -0.6209579110145569]"
5820,"[-0.6850104928016663, 0.5472872853279114, 0.6406493186950684, -1.1239650249481201, 0.2798948884010315, 0.6662222146987915, -0.4116874039173126, -0.7797906398773193, -2.53767466545105, 0.8645535111427307]"
5830,"[-0.20059028267860413, 0.557743489742279, 0.6411803960800171, -2.584339141845703, -0.8111317753791809, -0.14359290897846222, 0.7734271287918091, -0.483614057302475, -1.9532469511032104, -0.17257429659366608]"
5840,"[0.1890016347169876, 0.6993712186813354, 0.5760342478752136, -1.638106346130371, -0.8366997241973877, -0.6054344773292542, 0.1254110485315323, -0.3648872971534729, -2.0727553367614746, -0.17163395881652832]"
5850,"[0.12293677031993866, 0.3664121627807617, -0.4048265814781189, -1.030663251876831, 0.11446703225374222, -0.41206035017967224, 0.8206892013549805, -0.2258511483669281, -0.9869678020477295, 0.5993769764900208]"
5860,"[-0.12134384363889694, 0.7431249618530273, 1.4531348943710327, -2.201429605484009, -0.03364373371005058, 0.4984017312526703, 1.0172444581985474, -0.28956666588783264, -1.8631292581558228, 0.3417545258998871]"
5870,"[-0.5097112655639648, 0.39043423533439636, 0.5562841892242432, -1.8523164987564087, 0.06139744818210602, -0.7018563151359558, 0.6462602615356445, 1.4228687286376953, -1.9209086894989014, 0.892128050327301]"
5880,"[-0.06192232295870781, 0.7856767177581787, 0.9486097097396851, -1.922608733177185, -0.15176329016685486, -0.4347243905067444, 0.4818807542324066, 0.8169161081314087, -1.2714191675186157, 0.5760214328765869]"
5890,"[-0.17934797704219818, 0.6849568486213684, 0.4342813789844513, -1.4595164060592651, -0.20514699816703796, -0.5424588322639465, 0.675702691078186, 0.5947317481040955, -2.172635793685913, 0.6811162829399109]"
5900,"[-0.1396612823009491, 1.3362773656845093, -0.8305569291114807, -0.3424689471721649, -0.67803555727005, 0.25713205337524414, 0.6086286902427673, 1.012218952178955, -1.6584893465042114, 0.6870875954627991]"
